Symbol,Value,Footprint,Description,Tags,Footprint_Filter,Datasheet
Transistor_FET:CSD18531Q5A,CSD18531Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 60V Vds, NexFET N-Channel Power MOSFET, 4.6mOhm Ron, 36nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18531q5a
Transistor_FET:CSD18532NQ5B,CSD18532NQ5B,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 60V Vds, NexFET N-Channel Power MOSFET, 3.4mOhm Ron, 49nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18532nq5b
Transistor_FET:CSD18532Q5B,CSD18532Q5B,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 60V Vds, NexFET N-Channel Power MOSFET, 3.2mOhm Ron, 44nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18532q5b
Transistor_FET:CSD18533Q5A,CSD18533Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 60V Vds, NexFET N-Channel Power MOSFET, 5.9mOhm Ron, 29nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18533q5a
Transistor_FET:CSD18534Q5A,CSD18534Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"50A Id, 60V Vds, NexFET N-Channel Power MOSFET, 9.8mOhm Ron, 17nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18534q5a
Transistor_FET:CSD18537NQ5A,CSD18537NQ5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"50A Id, 60V Vds, NexFET N-Channel Power MOSFET, 13mOhm Ron, 14nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18537nq5a
Transistor_FET:CSD18540Q5B,CSD18540Q5B,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 60V Vds, NexFET N-Channel Power MOSFET, 2.2mOhm Ron, 41nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18540q5b
Transistor_FET:CSD18543Q3A,CSD18543Q3A,MyLib_Package_SON:VSON-8_3.3x3.3mm_P0.65mm_NexFET,"35A Id, 60V Vds, NexFET N-Channel Power MOSFET, 8.1mOhm Ron, Qg Typ 11.1nC, VSON-8 3.3x3.3mm",NexFET Power MOSFET N-MOS,VSON*3.3x3.3mm*P0.65mm*NexFET*,https://www.ti.com/lit/ds/symlink/csd18543q3a.pdf
Transistor_FET:CSD18563Q5A,CSD18563Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 60V Vds, NexFET N-Channel Power MOSFET, 6.8mOhm Ron, 15nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd18563q5a
Transistor_FET:CSD19502Q5B,CSD19502Q5B,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 80V Vds, NexFET N-Channel Power MOSFET, 4.1mOhm Ron, 48nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd19502q5b
Transistor_FET:CSD19531Q5A,CSD19531Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 100V Vds, NexFET N-Channel Power MOSFET, 6.4mOhm Ron, 37nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd19531q5a
Transistor_FET:CSD19532Q5B,CSD19532Q5B,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 100V Vds, NexFET N-Channel Power MOSFET, 4.9mOhm Ron, 48nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd19532q5b
Transistor_FET:CSD19533Q5A,CSD19533Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"100A Id, 100V Vds, NexFET N-Channel Power MOSFET, 9.5mOhm Ron, 27nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd19533q5a
Transistor_FET:CSD19534Q5A,CSD19534Q5A,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"50A Id, 100V Vds, NexFET N-Channel Power MOSFET, 15.1mOhm Ron, 17nC Qg(typ), SON8 5x6mm",NexFET Power MOSFET N-MOS,TDSON*,http://www.ti.com/lit/gpn/csd19534q5a
Transistor_FET:CSD19537Q3,CSD19537Q3,MyLib_Package_SON:VSON-8_3.3x3.3mm_P0.65mm_NexFET,"50A Id, 100V Vds, NexFET N-Channel Power MOSFET, 13mOhm Ron, Qg Typ 16.0nC, VSON8 3.3x3.3mm",NexFET Power MOSFET N-MOS,VSON*3.3x3.3mm*P0.65mm*NexFET*,http://www.ti.com/lit/ds/symlink/csd19537q3.pdf
Transistor_FET:CSD19538Q2,CSD19538Q2,MyLib_Package_SON:Texas_DQK,"4.6A Id, 100V Vds, NexFET N-Channel Power MOSFET, 49mOhm Ron, SON-6",Texas-Instruments N-MOS,Texas*DQK*,https://www.ti.com/lit/ds/symlink/csd19538q2.pdf
Transistor_FET:CSD25302Q2,CSD25302Q2,MyLib_Package_SON:Texas_DQK,"-5A Id, -20V Vds, NexFET P-Channel Power MOSFET, 39mOhm Ron, SON-6",NexFET Power MOSFET P-MOS,Texas*DQK*,https://www.ti.com/lit/ds/slps234b/slps234b.pdf
Transistor_FET:CSD25402Q3A,CSD25402Q3A,MyLib_Package_SON:VSON-8_3.3x3.3mm_P0.65mm_NexFET,"-76A Id, -20V Vds, NexFET P-Channel Power MOSFET, 7.7mOhm Ron, Qg (typ) 7.5 nC, VSON-8 3.3x3.3mm",P-MOS PMOS single,VSON*3.3x3.3mm*P0.65mm*NexFET*,https://www.ti.com/lit/ds/symlink/csd25402q3a.pdf
Transistor_FET:CSD25480F3,CSD25480F3,MyLib_Package_DFN_QFN:Texas_PicoStar_DFN-3_0.69x0.60mm,"-1.7A Id, -20V Vds, P-Channel MOSFET, 159mOhm Ron,max @ 4.5Vgs, 0.70nC Qg,typ @ 4.5Vgs, PicoStar 0.73x0.64mm max, 0.69x0.60mm nom",Texas PMOS single,*PicoStar*DFN?3*,https://www.ti.com/lit/ds/symlink/csd25480f3.pdf
Transistor_FET:DMC2053UVT,DMC2053UVT,MyLib_Package_TO_SOT_SMD:TSOT-23-6,"4.6A/-3.2A Id, 20V Vds, Complementary pair enhancement mode P-Channel and N-Channel MOSFET, TSOT-23-6",complementary mosfet,TSOT?23*,https://www.diodes.com/assets/Datasheets/DMC2053UVT.pdf
Transistor_FET:DMC3071LVT,DMC3071LVT,MyLib_Package_TO_SOT_SMD:TSOT-23-6,"3.4A/-2.7A Id, 30V Vds, Complementary pair enhancement mode P-Channel and N-Channel MOSFET, TSOT-23-6",complementary mosfet,TSOT?23*,https://www.diodes.com/assets/Datasheets/DMC3071LVT.pdf
Transistor_FET:DMG1012T,DMG1012T,MyLib_Package_TO_SOT_SMD:SOT-523,"20V Vds, 0.63 Id, N-Channel MOSFET with ESD protection, SOT-523",N-Channel MOSFET,SOT?523*,https://www.diodes.com/assets/Datasheets/ds31783.pdf
Transistor_FET:DMG2301L,DMG2301L,MyLib_Package_TO_SOT_SMD:SOT-23,"-3A Id, -20V Vds, P-Channel MOSFET, SOT-23",P-Channel MOSFET,SOT?23*,https://www.diodes.com/assets/Datasheets/DMG2301L.pdf
Transistor_FET:DMG2302U,DMG2302U,MyLib_Package_TO_SOT_SMD:SOT-23,"4.2A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMG2302U.pdf
Transistor_FET:DMG3402L,DMG3402L,MyLib_Package_TO_SOT_SMD:SOT-23,"4A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMG3402L.pdf
Transistor_FET:DMG3404L,DMG3404L,MyLib_Package_TO_SOT_SMD:SOT-23,"5.8A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMG3404L.pdf
Transistor_FET:DMG3406L,DMG3406L,MyLib_Package_TO_SOT_SMD:SOT-23,"3.6A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMG3406L.pdf
Transistor_FET:DMG3414U,DMG3414U,MyLib_Package_TO_SOT_SMD:SOT-23,"4.2A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31739.pdf
Transistor_FET:DMG3418L,DMG3418L,MyLib_Package_TO_SOT_SMD:SOT-23,"4A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMG3418L.pdf
Transistor_FET:DMG9926UDM,DMG9926UDM,MyLib_Package_TO_SOT_SMD:SOT-23-6,"4.2A Id, 20V Vds, Common-Drain, Dual Half Bridge N-Channel MOSFET, 28mOhm Ron, SOT-23-6",Dual Half Bridge N-Channel MOSFET Logic Level Common Drain,SOT?23*,https://www.diodes.com/assets/Datasheets/ds31770.pdf
Transistor_FET:DMN10H220L,DMN10H220L,MyLib_Package_TO_SOT_SMD:SOT-23,"1.6A Id, 100V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN10H220L.pdf
Transistor_FET:DMN10H700S,DMN10H700S,MyLib_Package_TO_SOT_SMD:SOT-23,"0.7A Id, 100V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN10H700S.pdf
Transistor_FET:DMN13H750S,DMN13H750S,MyLib_Package_TO_SOT_SMD:SOT-23,"1A Id, 130V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN13H750S.pdf
Transistor_FET:DMN2040U,DMN2040U,MyLib_Package_TO_SOT_SMD:SOT-23,"20V Vds, 6A Id, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,https://www.diodes.com/assets/Datasheets/DMN2040U.pdf
Transistor_FET:DMN2041L,DMN2041L,MyLib_Package_TO_SOT_SMD:SOT-23,"6.4A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,https://www.diodes.com/assets/Datasheets/products_inactive_data/DMN2041L.pdf
Transistor_FET:DMN2050L,DMN2050L,MyLib_Package_TO_SOT_SMD:SOT-23,"5.9A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31502.pdf
Transistor_FET:DMN2056U,DMN2056U,MyLib_Package_TO_SOT_SMD:SOT-23,"4A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN2056U.pdf
Transistor_FET:DMN2058U,DMN2058U,MyLib_Package_TO_SOT_SMD:SOT-23,"4.6A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN2058U.pdf
Transistor_FET:DMN2075U,DMN2075U,MyLib_Package_TO_SOT_SMD:SOT-23,"4.2A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN2075U.pdf
Transistor_FET:DMN2230U,DMN2230U,MyLib_Package_TO_SOT_SMD:SOT-23,"2A Id, 20V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31180.pdf
Transistor_FET:DMN24H11DS,DMN24H11DS,MyLib_Package_TO_SOT_SMD:SOT-23,"0.27A Id, 240V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN24H11DS.pdf
Transistor_FET:DMN24H3D5L,DMN24H3D5L,MyLib_Package_TO_SOT_SMD:SOT-23,"0.48A Id, 240V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN24H3D5L.pdf
Transistor_FET:DMN3008SFG,DMN3008SFG,MyLib_Package_SON:Diodes_PowerDI3333-8,"17.6A Id, 30V Vds, N-Channel Power MOSFET, 4.4mOhm Ron, 86nC Qg (typ), PowerDI3333-8",N-Channel MOSFET,Diodes*PowerDI3333*,https://www.diodes.com/assets/Datasheets/DMN3008SFG.pdf
Transistor_FET:DMN3033LDM,DMN3033LDM,MyLib_Package_TO_SOT_SMD:SOT-23-6,"6.9A Id, 30V Vds, N-Channel MOSFET, SOT-23-6",N-Channel MOSFET,SOT?23*,https://www.diodes.com/assets/Datasheets/ds31345.pdf
Transistor_FET:DMN3042L,DMN3042L,MyLib_Package_TO_SOT_SMD:SOT-23,"5.8A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN3042L.pdf
Transistor_FET:DMN3051L,DMN3051L,MyLib_Package_TO_SOT_SMD:SOT-23,"5.8A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31347.pdf
Transistor_FET:DMN30H4D0L,DMN30H4D0L,MyLib_Package_TO_SOT_SMD:SOT-23,"0.25A Id, 300V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN30H4D0L.pdf
Transistor_FET:DMN3110S,DMN3110S,MyLib_Package_TO_SOT_SMD:SOT-23,"3.3A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN3110S.pdf
Transistor_FET:DMN3150L,DMN3150L,MyLib_Package_TO_SOT_SMD:SOT-23,"3.8A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31126.pdf
Transistor_FET:DMN32D2LDF,DMN32D2LDF,MyLib_Package_TO_SOT_SMD:SOT-353_SC-70-5,"Common Source Dual 400mA Id, 30V Vds, N-Channel MOSFET, 1.5Ohm Ron, SOT-353",N-FET,SOT?353*,https://www.diodes.com/assets/Datasheets/ds31238.pdf
Transistor_FET:DMN3300U,DMN3300U,MyLib_Package_TO_SOT_SMD:SOT-23,"2A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31181.pdf
Transistor_FET:DMN3404L,DMN3404L,MyLib_Package_TO_SOT_SMD:SOT-23,"5.8A Id, 30V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/ds31787.pdf
Transistor_FET:DMN6075S,DMN6075S,MyLib_Package_TO_SOT_SMD:SOT-23,"2.5A Id, 60V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN6075S.pdf
Transistor_FET:DMN60H080DS,DMN60H080DS,MyLib_Package_TO_SOT_SMD:SOT-23,"600V Vds, 80mA Id, N-Channel MOSFET with ESD protection, SOT-23",N-Channel MOSFET,SOT?23*,https://www.diodes.com/assets/Datasheets/DMN60H080DS.pdf
Transistor_FET:DMN6140L,DMN6140L,MyLib_Package_TO_SOT_SMD:SOT-23,"2.3A Id, 60V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN6140L.pdf
Transistor_FET:DMN61D8LQ,DMN61D8LQ,MyLib_Package_TO_SOT_SMD:SOT-23,"60V Vds, 0.470A Id, N-Channel MOSFET for switching inductive loads , SOT-23",N-Channel MOSFET relay logic-level,SOT?23*,https://www.diodes.com/assets/Datasheets/DMN61D8LQ.pdf
Transistor_FET:DMN67D7L,DMN67D7L,MyLib_Package_TO_SOT_SMD:SOT-23,"0.21A Id, 60V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN67D7L.pdf
Transistor_FET:DMN67D8L,DMN67D8L,MyLib_Package_TO_SOT_SMD:SOT-23,"0.21A Id, 60V Vds, N-Channel MOSFET, SOT-23",N-Channel MOSFET,SOT?23*,http://www.diodes.com/assets/Datasheets/DMN67D8L.pdf
Transistor_FET:DMP3013SFV,DMP3013SFV,MyLib_Package_SON:Diodes_PowerDI3333-8,"-12A Id, -30V Vds, P-Channel Power MOSFET, 9.5mOhm Ron, 33.7nC Qg (typ), PowerDI3333-8",P-Channel MOSFET,Diodes*PowerDI3333*,https://www.diodes.com/assets/Datasheets/DMP3013SFV.pdf
Transistor_FET:DMP3099L,DMP3099L,MyLib_Package_TO_SOT_SMD:SOT-23,"-3.8A Id, -30V Vds, P-Channel MOSFET, SOT-23",P-Channel MOSFET,SOT?23*,https://www.diodes.com/assets/Datasheets/DMP3099L.pdf
Transistor_FET:DMP6050SSD,DMP6050SSD,MyLib_Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,"-11.3A Id, -60V Vds, P-Channel Power MOSFET, 55mOhm Ron, 11.9nC Qg (typ), SO-8",Dual PMOS P-MOS,SOIC*3.9x4.9mm*P1.27mm*,https://www.diodes.com/assets/Datasheets/DMP6050SSD.pdf
Transistor_FET:DMT6008LFG,DMT6008LFG,MyLib_Package_SON:Diodes_PowerDI3333-8,"60A Id, 60V Vds, N-Channel Enhancement Mode MOSFET, 7.5mOhm Ron, 50.4nC Qg(typ), PowerDI-3333-8",Power MOSFET N-MOS,Diodes*PowerDI3333*,https://www.diodes.com/assets/Datasheets/DMT6008LFG.pdf
Transistor_FET:EPC2035,EPC2035,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,"60 V E-mode GaN transistor, RdsOn 45 mOhm, 1.7A Id, EPC_BGA-4_0.9x0.9mm",hemt enhancement,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2035_datasheet.pdf
Transistor_FET:EPC2036,EPC2036,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,"100 V E-mode GaN transistor, RdsOn 73 mOhm, 1.7A Id, EPC_BGA-4_0.9x0.9mm",hemt enhancement,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2036_datasheet.pdf
Transistor_FET:EPC2037,EPC2037,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,"100 V E-mode GaN transistor, RdsOn 550 mOhm, 1.7A Id, EPC_BGA-4_0.9x0.9mm",hemt enhancement,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2037_datasheet.pdf
Transistor_FET:EPC2038,EPC2038,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,"100 V E-mode GaN transistor, RdsOn 3.3 Ohm, 0.5A Id, Integrated Reverse Gate Clamp Diode, EPC_BGA-4_0.9x0.9mm",hemt enhancement,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2038_datasheet.pdf
Transistor_FET:EPC2203,EPC2203,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,"80 V E-mode GaN transistor, RdsOn 80 mOhm, 1.7A Id, EPC_BGA-4_0.9x0.9mm",hemt enhancement,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2203_datasheet.pdf
Transistor_FET:EPC2219,EPC2219,MyLib_Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm,"65 V E-mode GaN transistor, RdsOn 3.3 Ohm, 0.5A Id, Integrated Reverse Gate Clamp Diode, EPC_BGA-4_0.9x0.9mm",hemt enhancement,EPC?BGA*0.9x0.9mm?Layout2x2?P0.45mm*,https://epc-co.com/epc/Portals/0/epc/documents/datasheets/EPC2219_datasheet.pdf
Transistor_FET:FDC2512,FDC2512,MyLib_Package_TO_SOT_SMD:SuperSOT-6,"1.4A Id, 150V Vds, N-Channel MOSFET, 425mOhm Ron, SuperSOT-6",N-Channel MOSFET,SuperSOT*,https://www.onsemi.com/pub/Collateral/FDC2512-D.pdf
Transistor_FET:FDC6330L,FDC6330L,MyLib_Package_TO_SOT_SMD:TSOT-23-6,"-2.3A, 20V Vds, Integrated load switch, P-Channel MOSFET driven by small N-Channel MOSFET, TSOT-23-6",complementary mosfet,TSOT?23*,https://www.onsemi.com/pub/Collateral/FDC6330L-D.PDF
Transistor_FET:FDC86244,FDC86244,MyLib_Package_TO_SOT_SMD:SuperSOT-6,"2.3A Id, 150V Vds, N-Channel MOSFET, 144mOhm Ron, SuperSOT-6",N-Channel MOSFET,SuperSOT*,https://www.onsemi.com/pub/Collateral/FDC86244-D.pdf
Transistor_FET:FDG1024NZ,FDG1024NZ,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"1.2A Id, 20V Vds, Dual N-Channel MOSFET, 175mOhm Ron, SC-70-6",Dual N-Channel MOSFET Logic Level,SOT?363*,https://www.onsemi.com/pub/Collateral/FDG1024NZ-D.pdf
Transistor_FET:FDG6335N,FDG6335N,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"0.7A Id, 20V Vds, Dual N-Channel MOSFET, 300mOhm Ron, SC-70-6",Dual N-Channel MOSFET,SOT?363*,http://www.gneic.com/product/datasheet/FDG6335N-1122853.pdf
Transistor_FET:FDMC8032L,FDMC8032L,MyLib_Package_SON:Fairchild_DualPower33-6_3x3mm,"7A Id, 40V Vds, Dual N-Channel MOSFET, 20mOhm Ron, Power33 Package",Dual N-Channel MOSFET,Fairchild*DualPower33*3x3mm*,https://www.onsemi.com/pub/Collateral/FDMC8032L-D.PDF
Transistor_FET:FDMS8050,FDMS8050,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"55A Id, 30V Vds, N-Channel PowerTrench MOSFET, 0.65mOhm Ron, 285nC Qgmax, -55 to 150 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS8050-D.pdf
Transistor_FET:FDMS8050ET30,FDMS8050ET30,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"55A Id, 30V Vds, N-Channel PowerTrench MOSFET, 0.65mOhm Ron, 285nC Qgmax, -55 to 175 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS8050ET30-D.pdf
Transistor_FET:FDMS8350L,FDMS8350L,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"47A Id, 40V Vds, N-Channel PowerTrench MOSFET, 0.85mOhm Ron, 242nC Qgmax, -55 to 150 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS8350L-D.pdf
Transistor_FET:FDMS8350LET40,FDMS8350LET40,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"49A Id, 40V Vds, N-Channel PowerTrench MOSFET, 0.85mOhm Ron, 242nC Qgmax, -55 to 175 °C, 5x6mm SON8",powertrench-MOSFET MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS8350LET40-D.pdf
Transistor_FET:FDMS86150,FDMS86150,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"16A Id, 100V Vds, N-Channel PowerTrench MOSFET, 4.85mOhm Ron, 62nC Qgmax, -55 to 150 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86150ET100-D.pdf
Transistor_FET:FDMS86150ET100,FDMS86150ET100,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"16A Id, 100V Vds, N-Channel PowerTrench MOSFET, 4.85mOhm Ron, 62nC Qgmax, -55 to 175 °C, 5x6mm SON8",powertrench-MOSFET MOSFET fairchild,TDSON*,https://www.mouser.fr/datasheet/2/308/FDMS86150ET100-D-1807744.pdf
Transistor_FET:FDMS86152,FDMS86152,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"14A Id, 100V Vds, N-Channel PowerTrench MOSFET, 6mOhm Ron, 50nC Qgmax, -55 to 150 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.mouser.fr/datasheet/2/308/FDMS86152-D-1808412.pdf
Transistor_FET:FDMS86202,FDMS86202,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"13.5A Id, 120V Vds, N-Channel Shielded Gate PowerTrench MOSFET, 7.2mOhm Ron, 64nC Qgmax, -55 to 150 °C, 5x6mm SON8",shielded-gate-powertrench MOSFET fairchild,TDSON*,https://www.mouser.fr/datasheet/2/308/FDMS86202-D-1808220.pdf
Transistor_FET:FDMS86202ET120,FDMS86202ET120,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"13.5A Id, 120V Vds, N-Channel Shielded Gate PowerTrench MOSFET, 7.2mOhm Ron, 64nC Qgmax, -55 to 175 °C, 5x6mm SON8",shielded-gate-powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86202ET120-D.pdf
Transistor_FET:FDMS86255,FDMS86255,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"10A Id, 150V Vds, N-Channel Shielded Gate PowerTrench MOSFET, 12.4mOhm Ron, 63nC Qgmax, -55 to 150 °C, 5x6mm SON8",shielded-gate-powertrench-MOSFET MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86255-D.pdf
Transistor_FET:FDMS86255ET150,FDMS86255ET150,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"10A Id, 150V Vds, N-Channel Shielded Gate PowerTrench MOSFET, 12.4mOhm Ron, 63nC Qgmax, -55 to 175 °C, 5x6mm SON8",shielded-gate-powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86255ET150-D.pdf
Transistor_FET:FDMS86350,FDMS86350,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"25A Id, 80V Vds, N-Channel PowerTrench MOSFET, 2.4mOhm Ron, 155nC Qgmax, -55 to 150 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86350-D.PDF
Transistor_FET:FDMS86350ET80,FDMS86350ET80,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"25A Id, 80V Vds, N-Channel PowerTrench MOSFET, 2.4mOhm Ron, 155nC Qgmax, -55 to 175 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86350ET80-D.pdf
Transistor_FET:FDMS86550,FDMS86550,MyLib_Package_TO_SOT_SMD:TDSON-8-1,"32A Id, 60V Vds, N-Channel PowerTrench MOSFET, 1.65mOhm Ron, 154nC Qgmax, -55 to 150 °C, 5x6mm SON8",powertrench MOSFET fairchild,TDSON*,https://www.onsemi.com/pub/Collateral/FDMS86550-D.pdf
